instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,mixed_type_col
8866.0,2012-01-10,1.0,1.0,1.0,6.0,0.0,2.0,1.0,2.0,0.18,0.1818,0.93,0.194,0.0, 79.0 ,79.0,
8867.0,2012-01-10,,1.0,1.0,7.0,0.0,2.0,1.0,2.0,0.18,0.197,0.93,0.1642, 3.0 ,219.0,222.0,473
8868.0,2012-01-10,1.0,1.0,1.0,8.0,0.0,2.0,1.0,2.0,0.18,0.197,0.93,0.1642, 6.0 ,465.0,471.0,570
8869.0,2012-01-10,1.0,1.0,1.0,9.0,0.0,2.0,1.0,2.0,0.18,0.197,0.93, 0.1642 ,691.0,184.0,195.0,148
8870.0,2012-01-10,1.0,1.0,1.0,10.0,0.0, 2.0 ,1.0,2.0,0.18,0.197,0.93,0.1642,3.0,80.0,83.0,439
8871.0,2012-01-10,1.0,1.0,1.0,11.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.38,0.2985,8.0,93.0,101.0,160
8872.0,2012-01-10,1.0,1.0,1.0,12.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.38,0.2985,13.0,127.0,140.0,646
8873.0,2012-01-10,1.0,1.0,1.0,13.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.38,0.2985,15.0,163.0,178.0,493
8874.0,2012-01-10,1.0,1.0, 1.0 ,14.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.38,0.2985,10.0,96.0,106.0,33
8875.0,2012-01-10,,1.0,1.0, 15.0 ,0.0,2.0,1.0,1.0,0.42,0.4242,0.38,0.2985,17.0,119.0,136.0,987
8876.0,2012-01-10,1.0,1.0,1.0,16.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.38,0.3582,15.0,225.0,240.0,715
8877.0,2012-01-10,1.0,1.0,1.0,17.0,0.0,2.0,1.0, NAN ,0.42, 0.4242 ,0.38,0.2537,14.0,446.0, 460.0 ,
8878.0,2012-01-10,1.0,1.0,1.0, 18.0 ,0.0,2.0,1.0,1.0,0.4,0.4091,0.4,0.1045,13.0,372.0,385.0,230
8879.0,2012-01-10,1.0, 1.0 ,63.0,19.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.46,0.1045,11.0,270.0,281.0,215
8880.0,2012-01-10,1.0,1.0,1.0,20.0,0.0,2.0,1.0,1.0,0.34,0.3485,0.53, 0.1045 ,10.0,190.0,200.0,633
8881.0,2012-01-10,1.0,1.0,1.0,21.0,0.0,2.0,1.0,1.0,0.32,0.3333,0.66,0.0896,7.0,109.0,116.0,bad
8882.0,2012-01-10,1.0,1.0,1.0,22.0,0.0,2.0,1.0,1.0,0.3,0.303,0.7,0.0896,10.0,104.0,114.0,65
8883.0,2012-01-10,1.0,1.0,1.0, 23.0 ,0.0,2.0,1.0,1.0,0.26,0.2727,0.81,0.1045,3.0,38.0,41.0,427
8884.0,2012-01-11,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.26,0.303,0.81,0.0,2.0,26.0,28.0,unknown
8885.0,2012-01-11,1.0,1.0,1.0,1.0,0.0,3.0,1.0, 692.0 ,0.24,0.2576,0.87,0.0896,1.0,836.0,7.0,bad
8886.0,2012-01-11,1.0,1.0,1.0,2.0,0.0, 3.0 ,1.0,1.0,0.2, 0.2121 ,0.85,0.1642,0.0,5.0,5.0,196
8887.0,2012-01-11,1.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.22,0.2727, 0.8 ,0.0,0.0,4.0,4.0,528
8888.0,2012-01-11,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,0.2,0.2121,0.8,0.1343,0.0,2.0,2.0,unknown
8889.0,2012-01-11,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.2, 0.2121 ,0.8,0.1343,0.0,22.0,22.0,452
8890.0,2012-01-11,1.0,1.0,1.0,6.0,0.0,3.0,1.0,1.0,0.2,0.2121,0.86,0.1343,2.0,72.0,74.0,683
 8891.0 ,2012-01-11,1.0,1.0,1.0,7.0,0.0,3.0,1.0,1.0,0.2,0.2121,0.8,0.1343,9.0, 247.0 ,256.0,unknown
 8892.0 , 2012-01-11 ,1.0,1.0,1.0,8.0,invalid,3.0,1.0,1.0,0.2,0.2273,0.82,0.1045,11.0,488.0,499.0,unknown
8893.0,2012-01-11,1.0,1.0,1.0,9.0, 938.0 ,3.0,1.0,2.0,0.2,0.2121, 0.86 ,0.1343,7.0,218.0,225.0,402
8894.0,2012-01-11,1.0,1.0,1.0,,0.0,3.0,1.0,2.0,0.24,0.2424,0.87,0.1343,13.0,84.0,97.0,83
8895.0,2012-01-11,1.0,1.0,1.0,11.0, 0.0 ,3.0,1.0,176.0,0.26,0.2879,0.87,0.0896, 9.0 ,90.0,99.0,545
8896.0,2012-01-11,1.0,1.0,1.0,12.0,0.0,3.0,1.0,3.0,0.3,0.3333,0.81,0.0,4.0,51.0,55.0,916
8897.0,2012-01-11,1.0,1.0,1.0,13.0,0.0,3.0,1.0,3.0,0.32,0.3485,0.76,0.0,8.0,57.0,65.0,793
8898.0,2012-01-11,1.0,1.0,1.0,14.0,0.0,3.0,1.0,3.0,0.32,0.3333,0.81, 0.1045 ,3.0,70.0,73.0,477
8899.0,2012-01-11,1.0,1.0,1.0,15.0,0.0,3.0,1.0,2.0,324.34, 0.3485 ,0.87, 0.0896 ,6.0,73.0,79.0,814
8900.0,2012-01-11,1.0,1.0,1.0,16.0,0.0,3.0,1.0,2.0, 0.34 , 0.3182 ,0.87,0.2537,6.0,112.0,118.0,42
8901.0,2012-01-11,1.0,1.0,1.0,17.0,0.0,3.0, 1.0 ,3.0,32.980000000000004,0.3182,0.87,0.2239,6.0,128.0,134.0,950
8902.0,2012-01-11, 1.0 ,1.0,1.0,18.0,0.0,3.0,1.0,3.0,714.34,0.3333,0.87,0.194,2.0,96.0,98.0,708
8903.0,2012-01-11,1.0,1.0,1.0,19.0,0.0,3.0,1.0, 3.0 ,0.32,0.303,0.93,0.2239,1.0,92.0,93.0,
8904.0,2012-01-11,1.0,1.0,1.0,20.0,0.0,3.0,1.0,3.0,0.32,0.3182,0.93,0.1642,2.0,55.0,57.0,172
8905.0,2012-01-11,1.0,1.0,1.0,21.0,0.0, 3.0 ,1.0,3.0,0.34,0.3182,0.87,0.2239,0.0,29.0,29.0,253
8906.0,2012-01-11,1.0,1.0,1.0,22.0,0.0,3.0,1.0,3.0,0.34,0.3333,0.87,0.194,0.0,49.0,49.0,23
8907.0, 2012-01-11 ,1.0,1.0,1.0,23.0,0.0, 3.0 ,1.0,3.0,0.34,0.3182,0.87,0.2239,0.0,9.0,9.0,bad
8908.0,2012-01-12,1.0,1.0, 1.0 ,0.0,0.0,4.0,1.0,3.0,0.34,0.3333,0.93,0.194,0.0,3.0,3.0,283
8909.0,2012-01-12,1.0,1.0,1.0, 1.0 ,0.0,4.0,1.0,3.0,0.36,0.3485,0.93,0.194,0.0,3.0,N/A,33
8910.0,2012-01-12,1.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,0.36,0.3485,0.93, 0.2537 ,1.0,1.0,2.0,506
8911.0,2012-01-12,1.0,1.0,1.0,3.0,0.0,4.0,1.0,3.0,0.36,0.3485,0.93,0.2537,0.0,3.0,3.0,372
8912.0,2012-01-12,1.0,1.0,1.0,4.0,0.0,4.0,1.0,3.0,0.36,0.3485,0.93,0.194,0.0,2.0,2.0,999
8913.0,2012-01-12,1.0,1.0,1.0,5.0,0.0,4.0,1.0,3.0,0.34,0.3485,0.93,0.0896,0.0,16.0,16.0,bad
8914.0,2012-01-12,1.0,1.0,1.0,6.0,0.0,4.0,,3.0,0.36,0.3485, 0.93 , 0.1343 ,1.0,88.0,89.0,89
,2012-01-12,1.0,1.0,1.0,7.0,,4.0,1.0, 2.0 ,0.34,0.3182,0.87, 0.2836 ,2.0,218.0,220.0,bad
8916.0,2012-01-12, 1.0 ,1.0,1.0,8.0,0.0,4.0,1.0,1.0,0.32,0.3182,0.81,0.194,11.0,497.0,508.0,960
8917.0,2012-01-12,1.0,1.0,1.0,9.0,0.0,4.0,1.0, 1.0 ,0.32,245.3333,0.81,0.1045,10.0, 220.0 ,230.0,932
8918.0,2012-01-12,1.0,1.0,1.0,10.0,0.0,4.0,1.0,1.0,0.34,0.3485,0.81,0.1045,6.0, 84.0 ,90.0,
8919.0,2012-01-12,1.0,1.0,1.0,11.0,0.0,4.0,553.0,2.0,0.34, 0.3485 ,0.81,,18.0,101.0,119.0,871
8920.0,2012-01-12,1.0,1.0,1.0,12.0,0.0,4.0,1.0,2.0,0.34,0.3485,0.81,0.1045,14.0, ? ,144.0,bad
8921.0,2012-01-12,1.0,1.0,1.0,13.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.77,0.1642,13.0,170.0,183.0,
8922.0,2012-01-12,1.0,1.0,1.0,14.0,0.0,4.0,1.0,1.0,0.42,9.3324,0.77,0.1642,24.0,132.0,156.0,bad
8923.0,2012-01-12,1.0,1.0,1.0,15.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.72,0.1343,32.0,156.0,188.0,471
8924.0,2012-01-12,1.0,1.0,1.0,16.0,0.0,4.0, 1.0 ,1.0,0.46,0.4545,0.67,0.194,33.0,248.0,281.0,
8925.0,2012-01-12, 1.0 ,1.0,1.0,17.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.63,0.1642,23.0,472.0,495.0,307
8926.0,2012-01-12,1.0,1.0,1.0,18.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.67,0.194,22.0,399.0,421.0,439
 8927.0 ,2012-01-12,1.0,1.0,1.0,19.0,0.0,4.0, 1.0 ,2.0,0.42,0.4242,0.71,0.1642,17.0,313.0,330.0,45
8928.0,2012-01-12,,1.0, 1.0 ,20.0,0.0,4.0,1.0,2.0, 0.42 ,0.4242, 0.71 ,0.194,11.0,229.0,240.0,unknown
 8929.0 , 2012-01-12 ,1.0,1.0,1.0,21.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.67,0.1343, 12.0 ,162.0,174.0,807
8930.0,2012-01-12,1.0,1.0,1.0,22.0,0.0,383.0,1.0,1.0,0.38,0.3939,0.76,0.2985,12.0,121.0,133.0,271
8931.0,2012-01-12,1.0,1.0,1.0,23.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.76,0.3284,7.0,60.0,67.0,391
8932.0,2012-01-13,1.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.71,0.2836,4.0,38.0,42.0,34
8933.0, 2012-01-13 ,1.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,0.38,0.3939, 0.76 ,0.2985,0.0,192.0,12.0,bad
8934.0,2012-01-13,1.0,1.0,1.0,2.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.76,0.3582,1.0,13.0, 14.0 ,616
8935.0,2012-01-13,1.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,0.36,0.3333,0.87,0.2537,3.0,4.0,7.0,254
8936.0,2012-01-13,1.0,1.0,1.0,4.0,0.0,5.0,1.0,3.0,0.32,0.2879,0.7, 0.4925 ,1.0,2.0,3.0,600
8937.0,2012-01-13,1.0,1.0,1.0,5.0,0.0,5.0,1.0,2.0,0.3,0.2424,0.7,0.5522,0.0,21.0,21.0,520
8938.0,2012-01-13,1.0, 1.0 ,1.0,6.0,0.0,5.0,1.0,, 0.26 ,0.2576,0.75,0.2239,2.0, 71.0 , 73.0 ,unknown
,,1.0,1.0, 1.0 ,7.0,0.0,5.0,1.0,1.0,0.26,0.2576,0.6,0.2239,3.0,174.0,177.0,183
8940.0,2012-01-13,1.0,1.0,1.0,8.0,0.0,5.0,1.0,1.0,0.24,0.2121,0.52,0.3582,11.0,408.0,419.0,898
8941.0,2012-01-13,1.0,1.0,1.0,9.0,0.0,5.0,1.0,1.0,0.22,0.197,0.47,0.3881,10.0,204.0,214.0,337
8942.0,2012-01-13,1.0,1.0,1.0,10.0,0.0,5.0,1.0,1.0,0.24, 0.197 ,0.44,0.4478,2.0,101.0,103.0,467
8943.0,2012-01-13,1.0, 1.0 ,1.0, 11.0 ,0.0,5.0,1.0,1.0, 0.24 ,0.1818,0.38,0.6119, 12.0 , 102.0 ,114.0,
8944.0,2012-01-13,,1.0,1.0,12.0,0.0, 5.0 ,1.0,1.0,0.24,0.197,0.38,0.4925,14.0,140.0,154.0,188
8945.0,2012-01-13,1.0,1.0,1.0,13.0,0.0,5.0,1.0,1.0,0.26,0.2121,30.69,0.5224,14.0,140.0,154.0,970
8946.0,2012-01-13,1.0,1.0,1.0,14.0,0.0,5.0,1.0,1.0,0.26,0.2121,0.33, 0.5522 ,10.0,119.0,129.0,bad
8947.0,2012-01-13,1.0,1.0,1.0,15.0,0.0,5.0,1.0,1.0,0.26,0.2121,0.33,0.5821,15.0,123.0,138.0,822
8948.0,2012-01-13,1.0,1.0,1.0,16.0,0.0,5.0,1.0,1.0,0.28,0.2424,,0.4627, 18.0 ,215.0,233.0,bad
8949.0,2012-01-13, 1.0 ,1.0,1.0,17.0,0.0,5.0,1.0,1.0, 0.28 ,0.2424,0.33,0.4179,15.0,317.0,332.0,774
8950.0,2012-01-13,1.0,1.0,1.0,18.0,0.0,5.0,1.0,1.0,0.26,0.2273,0.38,0.2985,7.0,294.0,301.0,324
8951.0,2012-01-13,1.0,1.0,1.0,19.0,0.0,5.0,1.0,1.0, 0.26 ,0.2424,0.38,0.2836,7.0,199.0,206.0,948
8952.0,2012-01-13,1.0,1.0,1.0,20.0,0.0,5.0,1.0,1.0,0.24,0.2424,0.41,0.1642,6.0,130.0,136.0,926
8953.0,2012-01-13,1.0,1.0,1.0,21.0,0.0,5.0,1.0,1.0,0.24,0.2121,0.41,0.2836,7.0,95.0,102.0,211
8954.0,2012-01-13, 1.0 ,1.0,1.0,22.0,0.0,5.0,1.0,1.0,0.2,0.1818,0.47,0.3284,7.0,58.0,65.0,610
8955.0,2012-01-13, 1.0 ,1.0,1.0,23.0,0.0,5.0,1.0,1.0, 0.18 ,,0.47,0.194,5.0,60.0,65.0,977
8956.0,2012-01-14,1.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.47,0.1045,2.0,42.0,44.0,152
8957.0,2012-01-14,1.0,,1.0,1.0,0.0,6.0,0.0,1.0,0.16,0.1515, 0.47 ,0.194,6.0,44.0,50.0,bad
8958.0,2012-01-14,1.0,1.0,1.0,2.0,0.0,?,0.0,1.0,0.16,0.1667, 0.47 ,,6.0,32.0,38.0,751
8959.0,2012-01-14,1.0,1.0,1.0,3.0,0.0,6.0,0.0,1.0,0.14,0.1667,0.54,0.1045,6.0,14.0,20.0,222
8960.0,2012-01-14,1.0,1.0,1.0,4.0,0.0,6.0,0.0,1.0,0.14,0.1515,0.5,0.1343,0.0,3.0,3.0,41
8961.0,2012-01-14,1.0,1.0,1.0,5.0,0.0,6.0,0.0,1.0,0.14,0.1515,0.5, 0.1343 ,0.0,4.0,4.0,152
8962.0,2012-01-14,1.0,1.0, 1.0 ,6.0,0.0,6.0, 0.0 , 1.0 ,0.14,0.1515,0.5, 0.0 ,0.0,5.0,5.0,78
8963.0,2012-01-14,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,0.14,0.1515,0.5,0.1343,0.0,24.0,24.0,
8964.0,2012-01-14,1.0,1.0,1.0,8.0,0.0,6.0,0.0,1.0,0.12,0.1515,0.54,0.1045,3.0,89.0, 92.0 ,
8965.0,2012-01-14,1.0,1.0,1.0,9.0,0.0,6.0,0.0,1.0,0.14,0.1667,0.5,0.1045,3.0,78.0,81.0,191
9107.0,2012-01-14,1.0,1.0,1.0,10.0,0.0,6.0,,1.0,0.16, 0.2273 ,0.47,0.0,14.0,135.0,149.0,413
8967.0,2012-01-14,1.0,1.0, 1.0 ,11.0,386.0,6.0,0.0,1.0,0.2,0.197,0.4,0.194,28.0,150.0,178.0,
8968.0,2012-01-14,1.0,1.0,1.0,12.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.41,0.2537,30.0,189.0,219.0,481
8969.0,2012-01-14,1.0,184.0, 1.0 ,13.0,0.0,6.0,0.0,error,898.22,0.2121,0.44,0.2836,38.0,182.0,220.0,361
8970.0,2012-01-14,1.0,1.0,1.0,14.0,0.0,6.0, 0.0 ,1.0,0.24,0.2121,0.41,0.2985,52.0,179.0,231.0,180
8971.0,2012-01-14,1.0,1.0,1.0,15.0,0.0,6.0,0.0,1.0,0.24, 0.2121 ,0.38,0.2985,49.0,177.0,226.0,366
8972.0,2012-01-14,1.0,1.0,1.0,16.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.38,0.2239,28.0,178.0,206.0,899
8973.0,2012-01-14,1.0,1.0,1.0,17.0,0.0,6.0,0.0,1.0,0.24,0.2273, 0.41 ,0.2537,15.0,129.0,144.0,191
8974.0,2012-01-14,1.0,1.0,1.0,18.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.41,0.194,21.0,122.0,143.0,11
8975.0,2012-01-14,1.0,1.0,1.0,19.0,0.0,6.0,0.0,1.0,0.2,0.197,0.47,0.2239,12.0,90.0,102.0,766
8976.0,2012-01-14,1.0,13.0,1.0,20.0,0.0,6.0,0.0,1.0,0.2,0.197,0.44,0.2537,8.0,95.0,103.0,
8977.0,2012-01-14,1.0,1.0,1.0,21.0,0.0,6.0,,1.0,0.18,0.1667,0.43,0.2537,3.0,66.0,69.0,bad
8978.0,,1.0,1.0,1.0,22.0,0.0,6.0,0.0, 1.0 ,0.16,0.1364,N/A,5.7312,4.0,62.0,66.0,356
8979.0,2012-01-14,1.0,1.0,1.0,23.0,0.0,6.0, 0.0 ,1.0,0.16,0.1515,0.47,0.2239,5.0,71.0,76.0,867
8980.0,2012-01-15,1.0,1.0,1.0,0.0,377.0,0.0,0.0,1.0,0.16,0.1364, 0.47 ,0.3284,9.0,50.0,59.0,759
8981.0,2012-01-15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.16,0.1364,0.47, 0.2985 ,2.0,40.0,3654.0,242
8982.0,2012-01-15,1.0,1.0,1.0, 2.0 ,0.0,0.0,0.0,306.0,0.16,0.1364,0.47,0.2836,5.0,38.0,43.0,247
8983.0,2012-01-15,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.16,invalid,0.48,0.3881,1.0,24.0,25.0,492
8984.0,2012-01-15,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.16,0.1364,0.47,0.3881,1.0,5.0,6.0,713
8985.0,2012-01-15,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.16, 0.1364 ,0.47,0.3284,0.0,5.0,5.0,163
8986.0,2012-01-15,1.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,0.14,0.1212,0.5,0.2836,1.0,7.0,8.0,unknown
8987.0,2012-01-15,1.0,1.0,1.0,7.0, 0.0 ,0.0,0.0,1.0,0.12,0.1212,0.54,0.2836, 3.0 ,14.0,17.0,
8988.0,2012-01-15,1.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.12, 0.1212 ,0.54,0.2239,2.0,34.0,36.0,590
8989.0,2012-01-15,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.12,0.1364,0.54, 0.194 ,10.0,80.0,8550.0,362
,2012-01-15,1.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.14, 0.1212 ,0.54,0.2836,11.0,115.0,126.0,461
8991.0,2012-01-15,1.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.16,0.1515,0.47,0.2239,21.0,144.0,165.0,508
8992.0,2012-01-15,1.0, 1.0 ,1.0,804.0,0.0,0.0,0.0,1.0,0.18,0.1667,0.4, 0.2985 ,42.0,192.0,234.0,886
8993.0,2012-01-15,,1.0,1.0, 13.0 ,0.0,0.0,0.0,453.0,0.2,0.1818,0.34,0.2836,40.0,184.0,224.0,693
8994.0,2012-01-15,1.0,1.0,1.0,14.0,0.0,0.0,0.0,1.0,0.2,0.1818,0.32,0.3582,25.0,163.0,188.0,566
8995.0,2012-01-15,1.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,0.22,0.2273,0.27,0.194,33.0,173.0,206.0,unknown
8996.0, 2012-01-15 ,,1.0,1.0,16.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.29,0.2985,31.0,174.0,205.0,
8997.0,2012-01-15,1.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.25,0.2537,15.0,131.0,146.0,530
8998.0,2012-01-15,1.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.18,0.1818, 0.29 ,0.2239,7.0,113.0,120.0,127
8999.0,2012-01-15,1.0,1.0,1.0,19.0,0.0,0.0,0.0,1.0,0.16,0.1667,NULL,0.1642,9.0,101.0,110.0,
9000.0,2012-01-15,1.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0, 0.16 ,0.1818,0.37,0.1045,10.0,85.0,95.0,bad
9001.0,2012-01-15,1.0,1.0,1.0,21.0,0.0,0.0,0.0,1.0,0.16,0.1667,0.4,0.1642,1.0,71.0,72.0,562
9002.0,2012-01-15,1.0,1.0,1.0,22.0,0.0,0.0,0.0,1.0,0.18,0.2121,0.37,0.0896,2.0,58.0,60.0,66
9003.0,2012-01-15,1.0,1.0,1.0,23.0,0.0,0.0,0.0,1.0,0.16,0.197,0.43,0.0896,3.0,26.0,29.0,292
9004.0,2012-01-16,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.14,0.1515,0.46,0.1343,2.0,23.0,25.0,bad
9005.0,2012-01-16,1.0,1.0, 1.0 ,1.0,1.0,1.0,0.0,1.0,0.14,0.1667,0.43,0.1045,2.0,18.0,20.0,
9006.0,2012-01-16,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.14,0.2121,0.46,0.0,3.0,14.0,17.0,
9007.0,2012-01-16,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.12,0.197,0.5,0.0,0.0,3.0,3.0,891
9008.0,2012-01-16,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.12,0.1515,0.58,0.1045,2.0,6.0,,988
9009.0,2012-01-16,1.0,73.0,1.0,5.0,1.0,1.0,0.0,1.0,0.12,0.1667,,0.0896,1.0,5.0,6.0,bad
9010.0,2012-01-16,1.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.1,0.1364,0.54,0.0896,0.0,13.0,13.0,13
9011.0,2012-01-16,1.0,1.0,1.0,7.0,1.0,1.0,,1.0,0.1,0.1364,0.54,0.1045,5.0,625.0,33.0,
9012.0,2012-01-16,1.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,0.1,0.1212,,0.1642,3.0,75.0,78.0,415
9013.0,2012-01-16,1.0,1.0,1.0,9.0, 1.0 ,1.0,0.0,1.0,0.1,0.1212,0.58,0.1642,7.0,89.0,96.0,83
9014.0,2012-01-16,1.0,1.0, 1.0 ,10.0,1.0,1.0,0.0,2.0,0.14,0.1364,0.59,0.194,19.0,107.0,126.0,509
9015.0,2012-01-16,1.0,1.0,1.0,11.0,1.0,1.0,0.0,1.0,0.16,0.1515, 0.59 ,0.2537,21.0,158.0,179.0,567
9016.0,2012-01-16,1.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,0.2,0.1818,0.55,0.3284,20.0,165.0,185.0,391
9017.0,2012-01-16,1.0,1.0,1.0,13.0,1.0,1.0,0.0,2.0,0.24,0.197,0.41,0.4179,26.0,202.0,228.0,919
9018.0,2012-01-16,1.0,1.0,1.0,14.0,1.0,1.0,0.0,1.0,0.24,0.2121,0.44,0.3881,23.0,158.0,181.0,81
9170.0,2012-01-16, 1.0 ,1.0,1.0,15.0,1.0,1.0,0.0,1.0,0.26,0.2121,0.44,0.4478,17.0,175.0,192.0,unknown
9020.0,2012-01-16,1.0,1.0,1.0,16.0,1.0,1.0,0.0,1.0,0.26,0.2273,0.44,0.3582,22.0,158.0,180.0,60
9021.0,2012-01-16,1.0,1.0,1.0,17.0,1.0,1.0,0.0,1.0,0.26,0.2273,0.48,0.3284,19.0,174.0, 193.0 ,292
9022.0,2012-01-16,1.0,1.0,1.0,18.0,1.0,1.0,0.0,1.0,0.26,0.2273,0.52,,6.0,175.0,181.0,
9023.0,2012-01-16,1.0,1.0,1.0,19.0, 1.0 ,1.0,0.0,1.0,0.26,0.2424,0.56,0.2836,10.0,134.0,144.0,721
9024.0,2012-01-16,1.0,1.0,1.0,20.0,1.0,1.0,0.0,1.0,0.26, 0.2424 ,0.6,0.2836,2.0,88.0,90.0,80
9025.0,2012-01-16,1.0,1.0,1.0,21.0,1.0,1.0,0.0,1.0,0.28,0.2576,0.52,0.3284, 3.0 , 46.0 ,49.0,unknown
 9026.0 ,2012-01-16,1.0,1.0,1.0,22.0,1.0,1.0,0.0,2.0,0.3,0.2727,0.49,0.3582,4.0,39.0,43.0,bad
9027.0,2012-01-16,1.0,1.0,1.0,23.0, ? ,1.0,0.0,3.0,0.26,0.2273,0.7,0.2985,0.0,28.0,28.0,206
9028.0,2012-01-17,1.0,1.0,1.0,0.0,243.0,2.0,1.0,2.0, 0.26 ,0.2273,?,0.3284,0.0,12.0,12.0,857
 9029.0 ,2012-01-17,1.0, 1.0 ,1.0,1.0,0.0,2.0, 1.0 ,2.0, 0.28 ,0.2576,0.65,0.3582,0.0,,2.0,208
9030.0,2012-01-17,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.28,0.2727,0.75,0.2537,0.0,12.0,12.0,878
9031.0,2012-01-17,1.0, 1.0 ,1.0,4.0,0.0,2.0,1.0,156.0,0.32,0.303,0.66,0.3284,0.0,2.0,2.0,129
 9032.0 ,2012-01-17,1.0, 1.0 ,1.0,5.0,0.0,2.0,1.0,3.0,0.32,0.303,0.66,0.3284, 0.0 ,13.0,13.0,680
9033.0,2012-01-17,1.0,1.0,1.0,6.0,0.0,2.0,1.0,3.0,0.3,0.2879,0.75,0.2537,0.0,57.0,57.0,581
9034.0,2012-01-17,1.0,1.0,1.0,7.0,0.0,2.0,1.0,3.0,0.3,0.2879,0.81,0.2239,5.0,121.0,126.0,
9035.0,2012-01-17,1.0,1.0, 1.0 , 8.0 ,0.0,2.0,1.0,3.0,0.3,0.2879,0.81,0.2836,3.0,90.0,93.0,19
9036.0,2012-01-17,1.0,1.0,1.0,9.0,0.0,2.0,1.0,3.0,0.32,0.303,0.81,0.2537,7.0,61.0,68.0,81
9037.0,2012-01-17,1.0,1.0,1.0,10.0,0.0,2.0,1.0,3.0,0.3,0.2879,0.87, 0.2537 ,1.0,61.0,62.0,
9038.0,2012-01-17,1.0,1.0,1.0,11.0,0.0,2.0,1.0,2.0,0.34,0.3485,0.87,0.1045,2.0,73.0,75.0,unknown
9039.0, 2012-01-17 ,1.0,1.0,1.0,12.0,0.0,2.0,1.0,2.0,0.32,0.303,0.87,0.2836,3.0,83.0,86.0,
9040.0,2012-01-17,1.0,1.0,1.0,13.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.76,0.3284,8.0,95.0,103.0,313
9041.0,2012-01-17,1.0,1.0,1.0,14.0,,2.0,1.0,1.0,0.44,0.4394,0.62,0.4925,12.0,120.0,132.0,unknown
9042.0,2012-01-17,1.0,1.0,1.0,15.0,0.0,2.0,1.0,1.0,0.44,0.4394, 0.62 ,0.4925,6.0,123.0,129.0,58
9043.0, 2012-01-17 ,1.0,1.0,1.0,16.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.5522,14.0,205.0,219.0,971
9044.0,2012-01-17, 1.0 ,1.0,1.0,17.0, 0.0 ,2.0,1.0,1.0,0.46,0.4545,0.63,0.4478,20.0,27404.0,462.0,372
